"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"4215","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","A must read!!","Michele taylor","1400209609","R2218Q5KNEOS6S","1555656862","This is another great book! There are so many things that resonated with me especially me “apologizing” for everything that it became a habit.I did purchase the audible after reading the advance reader copy as I like to listen rather than read :) and can’t wait to go through it again.",5
"4217","A Gentleman in Moscow: A Novel","Five Stars","SW","0143110438","R1M9IDC7XUQMZ0","1555657037","A delightful story - I loved the characters, the setting, the plot!",5
"4220","Pet Sematary: A Novel","Clever and moving story","Sharon","198211598X","R1GJOMT3U6B7D9","1555657246","I've seen the movie years ago, but wanted to read the book, which is usually better at telling the details of the story. This had many facets that made a person think about things they believe in or don't believe in. Each character had their distinct personality.",5
"4221","The Priory of the Orange Tree: THE NUMBER ONE BESTSELLER","Enchanting from start to end, you wont want to put this giant book down.","riann","1635570298","R1WACUBO7YWC59","1555657250","Shannon builds a complete and enchanting world to immerse yourself in.  A brilliant spin on familiar tales that puts unique characters at the forefront.  Must read for any fantasy lover.",5
"4226","The Woman in the Window: A Novel","Pretty good","Lara Reincke","62678426","R36Z1AXTU56O3A","1555657847","I thought this was a bit slow to start, and if I’m honest maybe the middle was too. But I ended up really enjoying it, and would recommend it!",5
"4229","The Woman in the Window: A Novel","5 stars","Martie Whitcomb","62678426","R11RZTC5VHEWV1","1555658018","Good plot, well written and has a very good and surprising ending.  I look forward to read in more by this author.",5
"4232","A Gentleman in Moscow: A Novel","Superlative writing and reading.","Aunt Salad","0143110438","R20E8EMYU2MQ30","1555658177","This is my favorite book of all time! It is amazingly written. After I read a section, I feel at peace and as though I have been in the presence of graciousness, wit,  and sophistication. I have learned history and been exposed to literature and culture that I don't have much chance at in my daily life. It is one of the very few books that I wanted to go back and start all over as soon as I turned the last page.",5
"4238","A Gentleman in Moscow: A Novel","Excellent characters","emc0963","0143110438","R29BF9MDV5UWIU","1555658777","This story was excellent. It gave the readers a very inside look at the time and politics of Russia. I loved every character and could picture each one in my mind. The relationships were very easy to developing appreciated all of them. Wonderful story!",5
"4239","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","Great cookbook with lots of information","Lisa Loo","1476753830","RU1RPPS5QMJFB","1555658829","There’s so much information given in a fun way! The illustrations are great, too!",5
"4240","A Gentleman in Moscow: A Novel","A must read...don't pass this one up","Kathy Jenco","0143110438","R3U3KTS39NURTT","1555658837","Beautifully written...totally engaging.  Loved the story and characters and the profound thoughts about people and life.  Great book.  I read it on Kindle and then bought the book to read again.",5
"4243","Life Will Be the Death of Me: . . . and you too!","Fantastic read - New side of Chelsea is raw & vulnerable","mr freeze","0525511776","R2G5YV6RQDIZE6","1555659007","I have always been a Chelsea fan but not a crazy follower so this is the first of her books that I've read. I was definitely not disappointed! I love when people who are famous, super funny, really polished, come off perfectly put together, etc. really show a vulnerable and relate-able side to them. Who knew she had such a tough & heart-wrenching childhood? I'm a firm believer that we all have an incident or season of our life from when we were younger and if we don't properly heal from that time in our lives, we emotionally don't mature past that age until we do. Chelsea walks us through her journey of personal healing to do just that. She had a handful of difficult experiences that impacted the way she perceived and reacted to situations throughout her life as aftermath. She was still funny but raw, personable and I felt for her as she let us into a piece of her life she hasn't before.

I finished this book in a day and highly recommended it to all my friends. Thanks for letting us in Chelsea!",5
"4244","Run Away","Coben is one of the best","MKS","1538748460","R1IUCV66C740LW","1555659009","Hard to define which Coben's book is the best. I miss Bolitar but this on is great. A total exciting must read.",4
"4245","A Gentleman in Moscow: A Novel","Enjoy the dickens out of it","EAR","0143110438","R2YWVN02RBK0GD","1555659077","Outstanding character development.  Emotionally genuine and heartfelt individual.  Something for everyone who elects to read this special novel.  Enjoy the dickens out of it, I did!!",5
"4248","Crushing: God Turns Pressure into Power","Lies on paper.","Amazon Customer","1455595373","R3FVQDSWTHE1PK","1555659750","More self serving religious tripe.",1
"4250","A Gentleman in Moscow: A Novel","My book choice for the year","Suzanne","0143110438","R233LLXCUA7BIV","1555659977","Well-crafted, funny, irreverent and satisfying. My only problem was distinguishing among the Russian names, keeping track of who was who. This is one book that I can wholeheartedly say I loved.",5
"4259","A Gentleman in Moscow: A Novel","and beautifully descriptive language make a book that left me wishing ...","Susan F. Hatfield","0143110438","R228JXGUM1ESWX","1555660997","Colorful characterization, well developed historical back story, twists and turns, and beautifully descriptive language make a book that left me wishing for yet another twist in the story.  I highly recommend this book.",5
"4262","The Woman in the Window: A Novel","Some twists and turns in this story.","Merry Mentor","62678426","R2WZ8ON5YVNULU","1555661271","Good book but starts slow.  I almost put it down and then it became interesting.  Some twists and turns and unexpected revelations.  Essentially, this is a story about a woman, a child psychologist, who does not go out of the house and views the world through her window.  She has some interesting neighbors.  And there is a reason that she does not go out of the house.  And, oh, yes, she has a little drinking problem.",3
